pop,prop,class,label
282,P127,Q6558431,RAG
901,P127,Q1497364,RAG
405,P127,Q16659538,RAG
1194,P127,Q890545,RAG
152,P127,Q728937,RAG
720,P127,Q35127,RAG
5746,P127,Q1192191,RAG
528,P127,NULL,RAG
5027,P127,Q27825807,RAG
1323,P127,Q641226,RAG
133,P127,Q41176,RAG
88,P127,Q14350,RAG
4137,P127,Q35127,RAG
6867,P127,Q6785141,RAG
7538,P127,Q42486,RAG
335,P127,Q14350,RAG
3155,P127,Q1154710,RAG
1867,P127,Q6979593,RAG
210,P127,Q14350,RAG
11321,P127,Q94993988,RAG
176,P127,Q14350,RAG
38111,P127,Q15944511,RAG
344,P127,Q728937,RAG
250,P127,Q23905105,RAG
3749,P127,Q21980538,RAG
400,P127,Q1616075,RAG
141,P127,Q14350,RAG
1442,P127,Q6558431,RAG
2822,P127,Q2085381,RAG
143,P127,Q35127,RAG
937,P127,Q641226,RAG
3866,P127,Q4830453,RAG
2725,P127,Q1154710,RAG
350,P127,Q34442,RAG
108,P127,Q479716,RAG
110,P127,Q728937,RAG
561,P127,Q14350,RAG
593,P127,Q1497364,RAG
877,P127,Q4830453,RAG
156,P127,Q483110,RAG
1013,P127,Q34442,RAG
167551,P127,Q17156793,RAG
1789,P127,Q4830453,RAG
15,P127,Q55488,RAG
461,P127,Q27686,RAG
352,P127,Q24354,RAG
69,P127,Q7328910,RAG
505,P127,Q41176,RAG
870,P127,Q1248784,RAG
318,P127,Q1785071,RAG
66,P127,Q811430,RAG
213,P127,Q14350,RAG
1018,P127,Q4830453,RAG
72,P127,Q811979,RAG
175,P127,Q6979593,RAG
213,P127,Q4830453,RAG
298,P127,Q11032,RAG
266,P127,Q928830,RAG
537,P127,Q3950,RAG
175,P127,Q14350,RAG
39,P127,Q483110,RAG
92,P127,Q23442,RAG
244,P127,Q14350,RAG
174,P127,Q22746,RAG
3003,P127,Q2001305,RAG
1701,P127,Q53731850,RAG
473,P127,Q14350,RAG
115,P127,Q11997323,RAG
833,P127,Q728937,RAG
37968,P127,Q7397,RAG
152,P127,Q641226,RAG
64,P127,Q35127,RAG
127,P127,Q55488,RAG
13436,P127,Q1468664,RAG
3400,P127,Q6979593,RAG
1973,P127,Q4830453,RAG
2938,P127,Q18127,RAG
1790,P127,Q641226,RAG
262,P127,Q11315,RAG
64,P127,Q190157,RAG
233,P127,Q14350,RAG
258,P127,Q14350,RAG
10527,P127,Q4830453,RAG
8308,P127,Q18691599,RAG
169,P127,Q11997323,RAG
106,P127,Q6979593,RAG
72,P127,Q34442,RAG
1238,P127,Q4830453,RAG
116,P127,Q27686,RAG
52,P127,Q55488,RAG
1740,P127,Q27686,RAG
1115,P127,Q4830453,RAG
814,P127,Q6979593,RAG
520,P127,Q1357601,RAG
2029,P127,Q4830453,RAG
4020,P127,Q65236448,RAG
1492,P127,Q34442,RAG
184,P127,Q14350,RAG
227,P127,Q14350,RAG
108,P127,Q41176,RAG
100,P127,Q43229,RAG
389,P127,Q16970,RAG
208,P127,Q728937,RAG
15958,P127,Q4830453,RAG
1199,P127,Q2668072,RAG
501,P127,Q14350,RAG
250,P127,Q14350,RAG
579,P127,Q1076486,RAG
164,P127,Q44377,RAG
48562,P127,Q6979593,RAG
2461,P127,Q11032,RAG
54,P127,Q6979593,RAG
1206,P127,Q537127,RAG
9328,P127,Q39804,RAG
65,P127,Q34442,RAG
2879,P127,Q17350442,RAG
412,P127,Q41253,RAG
1557,P127,Q1154710,RAG
406,P127,Q4830453,RAG
198,P127,Q43229,RAG
981,P127,Q10876391,RAG
614,P127,Q23905105,RAG
827,P127,Q22808404,RAG
161,P127,Q22808404,RAG
236,P127,Q157570,RAG
135,P127,Q1076486,RAG
82,P127,Q6979593,RAG
383,P127,Q16560,RAG
119,P127,Q14350,RAG
142,P127,Q483110,RAG
57661,P127,Q6979593,RAG
1337,P127,Q11032,RAG
7049,P127,Q483110,RAG
165,P127,Q14350,RAG
4023,P127,Q2961812,RAG
103,P127,Q11032,RAG
1147,P127,Q4830453,RAG
4237,P127,Q4830453,RAG
917,P127,Q6881511,RAG
350,P127,Q14350,RAG
1765,P127,Q11032,RAG
381,P127,Q11315,RAG
4144,P127,Q4830453,RAG
839,P127,Q12323,RAG
222,P127,Q1076486,RAG
906,P127,Q16323605,RAG
155,P8875,Q1002697,RAG
506,P8875,Q737498,RAG
223,P8875,Q5633421,RAG
76,P8875,Q737498,RAG
65,P8875,Q737498,RAG
245,P8875,Q73364223,RAG
159,P8875,Q737498,RAG
305,P8875,Q737498,RAG
51,P8875,Q1791899,RAG
123,P8875,Q73364223,RAG
218,P8875,Q5633421,RAG
152,P8875,Q41298,RAG
238,P8875,Q5633421,RAG
1449,P8875,Q737498,RAG
77,P8875,Q1002697,RAG
45,P8875,Q5633421,RAG
108,P8875,Q5633421,RAG
216,P8875,Q737498,RAG
95,P8875,Q737498,RAG
163,P8875,Q737498,RAG
118,P8875,Q5633421,RAG
2551,P8875,Q5633421,RAG
154,P8875,Q1002697,RAG
56,P8875,Q1002697,RAG
79,P8875,Q1002697,RAG
168,P8875,Q737498,RAG
148,P8875,Q5633421,RAG
137,P8875,Q73364223,RAG
193,P8875,Q1824338,RAG
55,P8875,Q737498,RAG
175,P8875,Q737498,RAG
66,P8875,Q737498,RAG
226,P8875,Q1002697,RAG
229,P8875,Q1002697,RAG
599,P8875,Q5633421,RAG
53,P8875,Q1002697,RAG
91,P8875,Q5633421,RAG
213,P8875,Q5633421,RAG
111,P8875,Q73364223,RAG
85,P8875,Q5633421,RAG
1032,P8875,Q5633421,RAG
209,P8875,Q737498,RAG
347,P8875,Q5633421,RAG
80,P8875,Q73364223,RAG
76,P8875,Q5633421,RAG
366,P8875,Q5633421,RAG
89,P8875,Q737498,RAG
244,P8875,Q737498,RAG
197,P8875,Q5633421,RAG
170,P8875,Q5633421,RAG
187,P8875,Q5633421,RAG
144,P8875,Q737498,RAG
133,P8875,Q1002697,RAG
195,P8875,Q73364223,RAG
224,P8875,Q5633421,RAG
497,P8875,Q5633421,RAG
56,P8875,Q737498,RAG
156,P8875,Q737498,RAG
51,P8875,Q737498,RAG
151,P8875,Q5633421,RAG
57,P8875,Q1002697,RAG
374,P8875,Q5633421,RAG
75,P8875,Q737498,RAG
68,P8875,Q167037,RAG
42,P8875,Q5633421,RAG
209,P8875,Q627517,RAG
164,P8875,Q5633421,RAG
313,P8875,Q5633421,RAG
558,P8875,Q5633421,RAG
87,P8875,Q737498,RAG
359,P8875,Q737498,RAG
130,P8875,Q5633421,RAG
155,P8875,Q5633421,RAG
53,P8875,Q5633421,RAG
113,P8875,Q5633421,RAG
141,P8875,Q1002697,RAG
113,P8875,Q5633421,RAG
146,P8875,Q5633421,RAG
54,P8875,Q5633421,RAG
119,P8875,Q5633421,RAG
111,P8875,Q737498,RAG
88,P8875,Q5633421,RAG
178,P8875,Q1002697,RAG
413,P8875,Q737498,RAG
174,P8875,Q1002697,RAG
352,P8875,Q5633421,RAG
390,P8875,Q5633421,RAG
371,P8875,Q1002697,RAG
66,P8875,Q5633421,RAG
534,P8875,Q5633421,RAG
108,P8875,Q5633421,RAG
116,P8875,Q1002697,RAG
62,P8875,Q1002697,RAG
129,P8875,Q1002697,RAG
162,P8875,Q737498,RAG
51,P8875,Q1002697,RAG
81,P8875,Q737498,RAG
91,P8875,Q5633421,RAG
1589,P8875,Q737498,RAG
123,P8875,Q737498,RAG
743,P8875,Q5633421,RAG
881,P8875,Q5633421,RAG
1153,P8875,Q737498,RAG
246,P8875,Q5633421,RAG
219,P8875,Q737498,RAG
69,P8875,Q5633421,RAG
115,P8875,Q5633421,RAG
559,P8875,Q5633421,RAG
141,P8875,Q5633421,RAG
182,P8875,Q1002697,RAG
37,P8875,Q737498,RAG
109,P8875,Q1002697,RAG
173,P8875,Q5633421,RAG
208,P8875,Q737498,RAG
83,P8875,Q5633421,RAG
344,P8875,Q5633421,RAG
308,P8875,Q5633421,RAG
131,P8875,Q5633421,RAG
1560,P8875,Q18215934,RAG
73,P8875,Q73364223,RAG
142,P8875,Q5633421,RAG
46,P8875,Q1002697,RAG
328,P8875,Q5633421,RAG
132,P8875,Q5633421,RAG
234,P8875,Q627517,RAG
315,P8875,Q737498,RAG
193,P8875,Q1002697,RAG
242,P8875,Q41298,RAG
177,P8875,Q5633421,RAG
269,P8875,Q5633421,RAG
1099,P8875,Q737498,RAG
77,P8875,Q5633421,RAG
67,P8875,Q5633421,RAG
153,P8875,Q5633421,RAG
173,P8875,Q5633421,RAG
153,P8875,Q737498,RAG
114,P8875,Q16024164,RAG
165,P8875,Q1002697,RAG
105,P8875,Q737498,RAG
206,P8875,Q737498,RAG
242,P8875,Q737498,RAG
112,P8875,Q167037,RAG
78,P8875,Q5633421,RAG
104,P8875,Q5633421,RAG
319,P8875,Q737498,RAG
150,P8875,Q5633421,RAG
204,P8875,Q5633421,RAG
295,P8875,Q5633421,RAG
130,P8875,Q5633421,RAG
331,P8875,Q5633421,RAG
138,P8875,Q737498,RAG
94,P8875,Q737498,RAG
161,P8875,Q737498,RAG
178,P8875,Q5633421,RAG
182,P8875,Q737498,RAG
94,P8875,Q5633421,RAG
290,P8875,Q5633421,RAG
71,P8875,Q5633421,RAG
129,P8875,Q5633421,RAG
91,P8875,Q5633421,RAG
155,P8875,Q5633421,RAG
249,P8875,Q1002697,RAG
634,P8875,Q5633421,RAG
162,P8875,Q5633421,RAG
463,P8875,Q737498,RAG
65,P8875,Q1002697,RAG
83,P8875,Q5633421,RAG
81,P8875,Q5633421,RAG
194,P8875,Q5633421,RAG
83,P8875,Q737498,RAG
135,P8875,Q737498,RAG
157,P8875,Q5633421,RAG
63,P8875,Q737498,RAG
93,P8875,Q737498,RAG
904,P8875,Q5633421,RAG
195,P8875,Q5633421,RAG
97,P8875,Q737498,RAG
97,P8875,Q5633421,RAG
404,P8875,Q5633421,RAG
63,P8875,Q5633421,RAG
78,P8875,Q5633421,RAG
103,P8875,Q5633421,RAG
166,P8875,Q737498,RAG
54,P8875,Q5633421,RAG
49,P8875,Q5633421,RAG
144,P8875,Q5633421,RAG
97,P8875,Q41298,RAG
283,P8875,Q737498,RAG
83,P8875,Q5633421,RAG
87,P8875,Q5633421,RAG
456,P8875,Q5633421,RAG
309,P8875,Q5633421,RAG
231,P8875,Q5633421,RAG
121,P8875,Q16024164,RAG
97,P8875,Q5633421,RAG
193,P8875,Q5633421,RAG
70,P8875,Q1002697,RAG
64,P8875,Q737498,RAG
343,P8875,Q737498,RAG
125,P8875,Q737498,RAG
1140,P8875,Q737498,RAG
96,P8875,Q5633421,RAG
120,P8875,Q5633421,RAG
116,P8875,Q5633421,RAG
278,P8875,Q1002697,RAG
623,P8875,Q5633421,RAG
106,P8875,Q5633421,RAG
326,P8875,Q5633421,RAG
56,P8875,Q41298,RAG
124,P8875,Q5633421,RAG
96,P8875,Q737498,RAG
70,P8875,Q5633421,RAG
128,P8875,Q746654,RAG
109,P8875,Q5633421,RAG
24664,P8875,Q737498,RAG
241,P8875,Q5633421,RAG
391,P8875,Q5633421,RAG
219,P8875,Q737498,RAG
107,P8875,Q5633421,RAG
216,P8875,Q5633421,RAG
57,P8875,Q5633421,RAG
80,P8875,Q737498,RAG
153,P8875,Q5633421,RAG
183,P8875,Q5633421,RAG
164,P8875,Q737498,RAG
142,P8875,Q737498,RAG
59,P8875,Q737498,RAG
86,P8875,Q737498,RAG
88,P8875,Q5633421,RAG
573,P8875,Q5633421,RAG
71,P8875,Q5633421,RAG
86,P8875,Q1791899,RAG
144,P8875,Q5633421,RAG
176,P8875,Q737498,RAG
67,P8875,Q1002697,RAG
1696,P8875,Q737498,RAG
137,P8875,Q737498,RAG
118,P8875,Q737498,RAG
85,P8875,Q5633421,RAG
129,P8875,Q737498,RAG
88,P8875,Q5633421,RAG
50,P8875,Q737498,RAG
74,P8875,Q1002697,RAG
185,P8875,Q5633421,RAG
154,P8875,Q737498,RAG
152,P8875,Q737498,RAG
369,P8875,Q737498,RAG
100,P8875,Q5633421,RAG
203,P8875,Q5633421,RAG
238,P8875,Q737498,RAG
215,P8875,Q41298,RAG
104,P8875,Q737498,RAG
55,P8875,Q41298,RAG
112,P8875,Q5633421,RAG
123,P8875,Q5633421,RAG
123,P8875,Q5633421,RAG
90,P8875,Q5633421,RAG
357,P8875,Q5633421,RAG
195,P8875,Q737498,RAG
199,P8875,Q5633421,RAG
323,P8875,Q5633421,RAG
41,P8875,Q1002697,RAG
183,P8875,Q5633421,RAG
190,P8875,Q685935,RAG
825,P8875,Q5633421,RAG
107,P8875,Q746654,RAG
135,P8875,Q5633421,RAG
272,P8875,Q5633421,RAG
97,P8875,Q5633421,RAG
547,P8875,Q5633421,RAG
204,P8875,Q737498,RAG
146,P8875,Q5633421,RAG
49,P8875,Q5633421,RAG
150,P8875,Q737498,RAG
107,P8875,Q627517,RAG
130,P8875,Q5633421,RAG
240,P8875,Q5633421,RAG
121,P8875,Q5633421,RAG
252,P8875,Q5633421,RAG
402,P8875,Q41298,RAG
52,P8875,Q5633421,RAG
159,P8875,Q1002697,RAG
179,P8875,Q1002697,RAG
182,P8875,Q5633421,RAG
80,P8875,Q5633421,RAG
94,P8875,Q5633421,RAG
69,P8875,Q5633421,RAG
191,P8875,Q5633421,RAG
162,P8875,Q5633421,RAG
284,P8875,Q5633421,RAG
690,P8875,Q5633421,RAG
91,P8875,Q5633421,RAG
672,P8875,Q5633421,RAG
43,P8875,Q5633421,RAG
236,P8875,Q5633421,RAG
64,P8875,Q5633421,RAG
237,P8875,Q1002697,RAG
99,P8875,Q737498,RAG
44,P8875,Q5633421,RAG
116,P8875,Q737498,RAG
151,P8875,Q1002697,RAG
62,P8875,Q5633421,RAG
94,P8875,Q5633421,RAG
86,P8875,Q5633421,RAG
62,P8875,Q5633421,RAG
189,P8875,Q737498,RAG
264,P8875,Q5633421,RAG
339,P8875,Q5633421,RAG
791,P8875,Q5633421,RAG
106,P8875,Q5633421,RAG
69,P8875,Q5633421,RAG
5845,P8875,Q737498,RAG
98,P8875,Q5633421,RAG
0,P8875,Q5633421,RAG
119,P8875,Q5633421,RAG
122,P8875,Q5633421,RAG
0,P8875,Q737498,RAG
82,P8875,Q5633421,RAG
98,P8875,Q737498,RAG
392,P8875,Q5633421,RAG
550,P8875,Q5633421,RAG
502,P8875,Q627517,RAG
239,P8875,Q5633421,RAG
100,P8875,Q737498,RAG
113,P8875,Q5633421,RAG
382,P8875,Q737498,RAG
36,P8875,Q737498,RAG
47,P8875,Q737498,RAG
87,P8875,Q5633421,RAG
276,P8875,Q1002697,RAG
155,P8875,Q737498,RAG
355,P8875,Q737498,RAG
462,P8875,Q5633421,RAG
219,P8875,Q5633421,RAG
168,P8875,Q746654,RAG
115,P8875,Q5633421,RAG
152,P8875,Q5633421,RAG
140,P8875,Q5633421,RAG
445,P8875,Q737498,RAG
227,P8875,Q5633421,RAG
200,P8875,Q41298,RAG
149,P8875,Q5633421,RAG
163,P8875,Q5633421,RAG
97,P8875,Q5633421,RAG
62,P8875,Q737498,RAG
106,P8875,Q5633421,RAG
106,P8875,Q5633421,RAG
190,P8875,Q5633421,RAG
83,P8875,Q737498,RAG
87,P8875,Q1002697,RAG
102,P8875,Q5633421,RAG
258,P8875,Q1002697,RAG
77,P8875,Q5633421,RAG
66,P8875,Q277759,RAG
96,P8875,Q5633421,RAG
82,P8875,Q5633421,RAG
83,P8875,Q737498,RAG
257,P8875,Q627517,RAG
124,P8875,Q5633421,RAG
76,P8875,Q5633421,RAG
119,P8875,Q5633421,RAG
82,P8875,Q5633421,RAG
198,P8875,Q5633421,RAG
203,P8875,Q737498,RAG
865,P8875,Q5633421,RAG
82,P8875,Q5633421,RAG
1022,P8875,Q5633421,RAG
57,P8875,Q5633421,RAG
2096,P8875,Q5633421,RAG
112,P8875,Q737498,RAG
212,P8875,Q5633421,RAG
81,P8875,Q5633421,RAG
197,P8875,Q5633421,RAG
61,P8875,Q73364223,RAG
100,P8875,Q737498,RAG
113,P8875,Q5633421,RAG
72,P8875,Q5633421,RAG
210,P8875,Q5633421,RAG
86,P8875,Q737498,RAG
139,P8875,Q5633421,RAG
82,P8875,Q737498,RAG
82,P8875,Q685935,RAG
144,P8875,Q5633421,RAG
173,P8875,Q737498,RAG
81,P8875,Q5633421,RAG
78,P8875,Q5633421,RAG
85,P8875,Q5633421,RAG
102,P8875,Q732577,RAG
86,P8875,Q5633421,RAG
59,P8875,Q737498,RAG
87,P8875,Q5633421,RAG
70,P8875,Q737498,RAG
180,P8875,Q5633421,RAG
111,P8875,Q5633421,RAG
60,P8875,Q1002697,RAG
169,P8875,Q5633421,RAG
49,P8875,Q5633421,RAG
903,P8875,Q737498,RAG
130,P8875,Q737498,RAG
56,P8875,Q5633421,RAG
142,P8875,Q737498,RAG
124,P8875,Q5633421,RAG
125,P8875,Q5633421,RAG
210,P8875,Q737498,RAG
76,P8875,Q5633421,RAG
95,P8875,Q5633421,RAG
105,P8875,Q737498,RAG
141,P8875,Q5633421,RAG
147,P8875,Q5633421,RAG
126,P8875,Q737498,RAG
263,P8875,Q737498,RAG
327,P8875,Q737498,RAG
207,P8875,Q5633421,RAG
88,P8875,Q5633421,RAG
237,P8875,Q737498,RAG
548,P8875,Q5633421,RAG
242,P8875,Q5633421,RAG
375,P8875,Q737498,RAG
100,P8875,Q5633421,RAG
351,P8875,Q5633421,RAG
143,P8875,Q627517,RAG
889,P8875,Q5633421,RAG
167,P8875,Q1002697,RAG
193,P8875,Q737498,RAG
202,P8875,Q5633421,RAG
57,P8875,Q5633421,RAG
122,P8875,Q737498,RAG
104,P8875,Q5633421,RAG
391,P8875,Q737498,RAG
161,P8875,Q5633421,RAG
134,P8875,Q5633421,RAG
128,P8875,Q5633421,RAG
173,P8875,Q5633421,RAG
96,P8875,Q5633421,RAG
133,P8875,Q737498,RAG
171,P8875,Q1002697,RAG
136,P8875,Q5633421,RAG
198,P8875,Q5633421,RAG
43,P8875,Q5633421,RAG
237,P8875,Q5633421,RAG
196,P8875,Q737498,RAG
95,P8875,Q5633421,RAG
82,P8875,Q5633421,RAG
120,P8875,Q5633421,RAG
135,P8875,Q5633421,RAG
53,P8875,Q737498,RAG
232,P8875,Q737498,RAG
146,P8875,Q5633421,RAG
144,P8875,Q5633421,RAG
50,P8875,Q5633421,RAG
92,P8875,Q5633421,RAG
74,P8875,Q5633421,RAG
31,P8875,Q5633421,RAG
150,P8875,Q737498,RAG
144,P8875,Q5633421,RAG
88,P8875,Q5633421,RAG
180,P8875,Q73364223,RAG
323,P8875,Q737498,RAG
67,P8875,Q737498,RAG
132,P8875,Q5633421,RAG
63,P8875,Q5633421,RAG
191,P8875,Q1002697,RAG
46,P8875,Q5633421,RAG
106,P8875,Q5633421,RAG
146,P8875,Q737498,RAG
132,P8875,Q1002697,RAG
181,P8875,Q5633421,RAG
188,P8875,Q5633421,RAG
54,P8875,Q5633421,RAG
189,P8875,Q5633421,RAG
78,P8875,Q737498,RAG
134,P8875,Q737498,RAG
109,P8875,Q5633421,RAG
228,P8875,Q1002697,RAG
1008,P8875,Q5633421,RAG
122,P8875,Q5633421,RAG
384,P8875,Q5633421,RAG
66,P8875,Q5633421,RAG
149,P8875,Q1002697,RAG
166,P8875,Q5633421,RAG
374,P8875,Q737498,RAG
93,P8875,Q1002697,RAG
182,P8875,Q5633421,RAG
199,P8875,Q5633421,RAG
136,P8875,Q5633421,RAG
179,P8875,Q737498,RAG
255,P8875,Q5633421,RAG
1485,P8875,Q737498,RAG
128,P8875,Q737498,RAG
103,P8875,Q5633421,RAG
98,P8875,Q5633421,RAG
189,P8875,Q5633421,RAG
143,P8875,Q5633421,RAG
136,P8875,Q1002697,RAG
113,P8875,Q737498,RAG
89,P8875,Q5633421,RAG
72,P8875,Q746654,RAG
105,P8875,Q5633421,RAG
138,P8875,Q5633421,RAG
235,P8875,Q5633421,RAG
83,P8875,Q737498,RAG
69,P8875,Q45400320,RAG
110,P8875,Q737498,RAG
466,P8875,Q737498,RAG
145,P8875,Q737498,RAG
45,P8875,Q1002697,RAG
44,P8875,Q737498,RAG
99,P8875,Q737498,RAG
166,P8875,Q5633421,RAG
214,P8875,Q5633421,RAG
288,P8875,Q5633421,RAG
58,P8875,Q737498,RAG
296,P8875,Q5633421,RAG
133,P8875,Q5633421,RAG
73,P8875,Q737498,RAG
49,P8875,Q1002697,RAG
183,P8875,Q73364223,RAG
235,P8875,Q5633421,RAG
199,P8875,Q737498,RAG
141,P8875,Q737498,RAG
345,P8875,Q737498,RAG
149,P8875,Q5633421,RAG
103,P8875,Q5633421,RAG
94,P8875,Q5633421,RAG
172,P8875,Q5633421,RAG
46,P8875,Q737498,RAG
52,P8875,Q737498,RAG
90,P8875,Q5633421,RAG
221,P8875,Q5633421,RAG
120,P8875,Q1002697,RAG
103,P8875,Q5633421,RAG
98,P8875,Q5633421,RAG
381,P8875,Q1002697,RAG
116,P8875,Q5633421,RAG
300,P8875,Q737498,RAG
126,P8875,Q5633421,RAG
72,P8875,Q5633421,RAG
153,P8875,Q1002697,RAG
160,P8875,Q5633421,RAG
185,P8875,Q737498,RAG
93,P8875,Q5633421,RAG
123,P8875,Q5633421,RAG
106,P8875,Q5633421,RAG
220,P8875,Q5633421,RAG
103,P8875,Q5633421,RAG
143,P8875,Q737498,RAG
92,P8875,Q5633421,RAG
182,P8875,Q5633421,RAG
180,P8875,Q737498,RAG
248,P8875,Q737498,RAG
116,P8875,Q5633421,RAG
147,P8875,Q737498,RAG
218,P8875,Q41298,RAG
265,P8875,Q1002697,RAG
773,P8875,Q737498,RAG
103,P8875,Q737498,RAG
93,P8875,Q5633421,RAG
94,P8875,Q5633421,RAG
191,P8875,Q627517,RAG
531,P8875,Q5633421,RAG
77,P8875,Q5633421,RAG
86,P8875,Q5633421,RAG
136,P8875,Q73897617,RAG
253,P8875,Q5633421,RAG
150,P8875,Q5633421,RAG
40,P8875,Q1002697,RAG
41,P8875,Q5633421,RAG
73,P8875,Q737498,RAG
104,P8875,Q737498,RAG
161,P8875,Q1002697,RAG
183,P8875,Q5633421,RAG
273,P8875,Q5633421,RAG
73,P8875,Q1002697,RAG
166,P8875,Q5633421,RAG
99,P8875,Q5633421,RAG
74,P8875,Q737498,RAG
133,P8875,Q737498,RAG
84,P8875,Q5633421,RAG
285,P8875,Q627517,RAG
112,P8875,Q5633421,RAG
234,P8875,Q737498,RAG
96,P8875,Q1002697,RAG
48,P8875,Q737498,RAG
75,P8875,Q5633421,RAG
145,P8875,Q5633421,RAG
127,P8875,Q5633421,RAG
355,P8875,Q5633421,RAG
91,P8875,Q746654,RAG
258,P8875,Q5633421,RAG
393,P8875,Q5633421,RAG
537,P8875,Q5633421,RAG
69,P8875,Q5633421,RAG
73,P8875,Q5633421,RAG
72,P8875,Q5633421,RAG
59,P8875,Q746654,RAG
59,P8875,Q737498,RAG
432,P8875,Q737498,RAG
60,P8875,Q5633421,RAG
104,P8875,Q73364223,RAG
79,P8875,Q5633421,RAG
104,P8875,Q737498,RAG
395,P8875,Q737498,RAG
58,P8875,Q737498,RAG
184,P8875,Q5633421,RAG
158,P8875,Q5633421,RAG
141,P8875,Q5633421,RAG
169,P8875,Q737498,RAG
69,P8875,Q5633421,RAG
59,P8875,Q5633421,RAG
714,P8875,Q1002697,RAG
154,P8875,Q5633421,RAG
77,P8875,Q737498,RAG
138,P8875,Q73364223,RAG
195,P8875,Q627517,RAG
138,P8875,Q1002697,RAG
229,P8875,Q5633421,RAG
713,P8875,Q627517,RAG
362,P8875,Q5633421,RAG
248,P8875,Q5633421,RAG
131,P8875,Q1002697,RAG
79,P8875,Q5633421,RAG
586,P8875,Q5633421,RAG
103,P8875,Q5633421,RAG
509,P8875,Q737498,RAG
378,P8875,Q5633421,RAG
444,P8875,Q5633421,RAG
165,P8875,Q737498,RAG
62,P8875,Q5633421,RAG
222,P8875,Q5633421,RAG
293,P8875,Q5633421,RAG
116,P8875,Q5633421,RAG
74,P8875,Q737498,RAG
78,P8875,Q5633421,RAG
96,P8875,Q5633421,RAG
155,P8875,Q627517,RAG
432,P8875,Q5633421,RAG
144,P8875,Q5633421,RAG
168,P8875,Q627517,RAG
91,P8875,Q5633421,RAG
201,P8875,Q5633421,RAG
110,P8875,Q5633421,RAG
338,P8875,Q5633421,RAG
113,P8875,Q5633421,RAG
316,P8875,Q5633421,RAG
67,P8875,Q73897617,RAG
177,P8875,Q5633421,RAG
6510,P8875,Q737498,RAG
89,P8875,Q5633421,RAG
86,P8875,Q5633421,RAG
159,P8875,Q5633421,RAG
174,P8875,Q5633421,RAG
100,P8875,Q737498,RAG
78,P8875,Q1002697,RAG
137,P8875,Q5633421,RAG
312,P8875,Q5633421,RAG
94,P8875,Q5633421,RAG
209,P8875,Q5633421,RAG
81,P8875,Q5633421,RAG
196,P8875,Q5633421,RAG
95,P8875,Q5633421,RAG
311,P8875,Q5633421,RAG
98,P8875,Q5633421,RAG
59,P8875,Q5633421,RAG
83,P8875,Q5633421,RAG
225,P8875,Q5633421,RAG
127,P8875,Q737498,RAG
57,P8875,Q5633421,RAG
57,P8875,Q5633421,RAG
181,P8875,Q1002697,RAG
535,P8875,Q737498,RAG
151,P8875,Q737498,RAG
403,P8875,Q1002697,RAG
108,P8875,Q737498,RAG
59,P8875,Q737498,RAG
58,P8875,Q737498,RAG
154,P8875,Q5633421,RAG
244,P8875,Q5633421,RAG
125,P8875,Q5633421,RAG
105,P8875,Q5633421,RAG
76,P8875,Q5633421,RAG
57,P8875,Q5633421,RAG
160,P8875,Q1002697,RAG
162,P8875,Q1002697,RAG
110,P8875,Q737498,RAG
1587,P8875,Q5633421,RAG
341,P8875,Q5633421,RAG
86,P8875,Q5633421,RAG
91,P8875,Q737498,RAG
595,P8875,Q737498,RAG
110,P8875,Q737498,RAG
109,P8875,Q5633421,RAG
126,P8875,Q5633421,RAG
131,P8875,Q737498,RAG
175,P8875,Q1002697,RAG
199,P8875,Q5633421,RAG
114,P8875,Q5633421,RAG
936,P8875,Q5633421,RAG
76,P8875,Q1002697,RAG
158,P8875,Q5633421,RAG
346,P8875,Q737498,RAG
68,P8875,Q5633421,RAG
124,P8875,Q737498,RAG
38,P8875,Q5633421,RAG
371,P8875,Q5633421,RAG
202,P8875,Q1002697,RAG
123,P8875,Q5633421,RAG
95,P8875,Q5633421,RAG
200,P8875,Q737498,RAG
170,P8875,Q41298,RAG
112,P8875,Q5633421,RAG
345,P8875,Q5633421,RAG
91,P8875,Q5633421,RAG
215,P8875,Q737498,RAG
101,P8875,Q5633421,RAG
172,P8875,Q737498,RAG
356,P8875,Q737498,RAG
71,P8875,Q737498,RAG
115,P8875,Q1002697,RAG
186,P8875,Q5633421,RAG
116,P8875,Q5633421,RAG
117,P8875,Q5633421,RAG
79,P8875,Q737498,RAG
167,P8875,Q5633421,RAG
136,P8875,Q737498,RAG
175,P8875,Q5633421,RAG
54,P8875,Q737498,RAG
173,P8875,Q41298,RAG
408,P8875,Q5633421,RAG
150,P8875,Q627517,RAG
118,P8875,Q737498,RAG
460,P8875,Q737498,RAG
109,P8875,Q737498,RAG
150,P8875,Q737498,RAG
209,P8875,Q5633421,RAG
181,P8875,Q737498,RAG
73,P8875,Q5633421,RAG
289,P8875,Q5633421,RAG
318,P8875,Q5633421,RAG
334,P8875,Q5633421,RAG
58,P8875,Q5633421,RAG
113,P8875,Q5633421,RAG
139,P8875,Q737498,RAG
292,P8875,Q5633421,RAG
117,P8875,Q5633421,RAG
183,P8875,Q737498,RAG
66,P8875,Q5633421,RAG
335,P8875,Q737498,RAG
25861,P4884,Q2334719,RAG
1231,P4884,Q2334719,RAG
133,P4884,Q19692072,RAG
266,P4884,Q19692072,RAG
682,P4884,Q19692072,RAG
